0.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 0.000000 
1.000000 1.244508 
0.786080 1.013414 
0.625887 0.943993 
0.242316 0.805613 
0.162908 0.863063 
0.124475 0.962518 
0.095849 0.334666 
0.098070 1.501292 
0.111102 0.000000 
0.097214 0.000000 
0.097214 0.000000 
0.097214 0.000000 
0.083326 0.000000 
0.083326 0.000000 
0.069439 0.000000 
0.069439 0.000000 
0.069439 0.000000 
0.069439 0.000000 
0.055551 0.000000 
0.055551 0.000000 
0.055551 0.000000 
0.055551 0.000000 
0.000000 1.000000 
0.052471 0.000000 
0.052471 0.000000 
0.052471 0.000000 
0.000000 1.000000 
0.060744 1.179374 
0.079165 1.381476 
0.127643 1.324834 
0.214964 1.567958 
0.891526 0.802937 
1.000000 1.827418 
1.000000 1.898689 
0.582562 2.042907 
0.329204 2.715242 
0.238684 2.664354 
0.193817 -3.439867 
0.200997 1.978081 
0.166129 -2.999763 
0.188435 1.614760 
0.152285 -1.039299 
0.157325 -0.160542 
0.155232 -0.200969 
0.152744 0.443098 
0.132022 -0.470340 
0.139716 0.362653 
0.117734 -0.507458 
0.125604 0.242221 
0.115197 -0.362241 
0.124477 0.485271 
0.103422 -0.583273 
0.111227 0.000000 
0.111227 -0.243001 
0.097182 -0.447358 
0.106162 -0.533612 
0.114306 -0.416175 
0.123009 -0.505894 
0.141963 -0.558161 
0.160133 -0.703370 
0.385816 -0.682980 
0.358566 -0.711025 
0.394306 -0.796416 
1.000000 -0.849142 
1.000000 -0.779108 
1.000000 -0.726609 
1.000000 0.244511 
1.000000 0.137188 
1.000000 -0.101412 
1.000000 -0.349492 
1.000000 -0.349492 
0.634436 0.808559 
0.634436 0.805480 
1.000000 0.699747 
1.000000 0.460697 
1.000000 0.213136 
1.000000 -0.052315 
1.000000 -0.210189 
1.000000 -0.267586 
0.980503 -0.219364 
0.930047 0.840101 
0.893954 0.674962 
0.526863 0.394254 
0.459247 0.287752 
0.441608 0.047082 
0.411255 -0.140836 
0.389421 -0.378879 
0.376250 -0.485608 
0.504520 -0.553309 
0.692139 -0.736390 
0.660008 -0.675457 
0.621215 -0.640064 
0.594757 -0.607055 
0.569964 0.435631 
0.545624 0.399460 
0.512757 0.257553 
0.481464 0.210511 
0.460747 0.107209 
0.440471 -0.054125 
0.410547 -0.161581 
0.390898 -0.265468 
0.371653 -0.363365 
0.363096 -0.302564 
0.344451 -0.246525 
0.325591 -0.193835 
0.306414 -0.191335 
0.297438 -0.047250 
0.287494 -0.047110 
0.267255 -0.046973 
0.257267 0.889923 
0.242698 0.944817 
0.220330 0.966764 
0.210185 0.108679 
0.200279 0.107610 
0.190384 0.159877 
0.180571 0.262796 
0.170956 0.308551 
0.161506 0.351384 
0.162391 0.440323 
0.153270 0.621039 
0.145224 0.952624 
0.148043 1.023826 
0.151197 1.680478 
0.151197 2.697455 
0.173027 0.521089 
0.191161 0.521089 
0.196102 -0.040577 
0.196102 0.202748 
0.181780 0.203476 
0.179320 0.326875 
0.187363 0.288132 
0.172693 0.373220 
0.180490 0.335407 
0.199668 0.254377 
0.208285 0.385132 
0.204893 0.304225 
0.223816 0.308353 
0.242491 0.357660 
0.260631 0.364398 
0.268353 0.325525 
0.307246 0.379555 
0.376052 0.389257 
0.464593 0.350307 
0.643592 0.462866 
0.611078 0.427896 
0.580080 0.389558 
0.550137 0.387425 
0.520971 0.373858 
0.492385 0.362135 
0.474295 0.351916 
0.456571 0.195967 
0.427653 0.193325 
0.408880 0.143144 
0.389658 0.047279 
0.369550 0.047139 
0.359682 -0.047002 
0.338755 -0.047139 
0.317881 -0.141835 
0.306671 -0.143129 
0.285389 -0.144488 
0.274443 -0.145917 
0.253468 -0.245702 
0.242407 -0.250163 
0.231557 -0.204029 
0.221009 -0.207420 
0.210590 -0.158308 
0.190332 -0.160514 
0.190176 -0.162858 
0.180064 -0.165350 
0.170009 -0.168006 
0.160004 -0.168591 
0.150041 -0.165855 
0.140113 -0.163294 
0.140223 -0.163946 
0.130345 -0.158599 
0.120473 -0.154444 
0.120658 -0.154444 
0.100923 -0.100496 
0.101066 -0.099739 
0.091097 -0.099009 
0.091243 -0.100771 
0.091402 -0.097606 
0.081390 -0.096949 
0.081542 -0.096315 
0.071489 -0.095701 
0.071634 -0.000000 
0.071634 0.000000 
0.061401 0.000000 
0.061401 0.047554 
0.061338 0.047700 
0.051064 0.047849 
0.051014 0.048001 
0.050965 0.048154 
0.050917 0.048311 
0.000000 -1.000000 
0.000000 1.000000 
0.000000 -1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.052583 -0.134639 
0.000000 -1.000000 
0.000000 1.000000 
0.000000 -1.000000 
0.000000 -1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 -1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.057015 -0.041671 
0.000000 -1.000000 
0.000000 1.000000 
