0.998427 1.168354 1.302188 1.444409 
1.585826 1.713046 1.875843 2.014047 
2.143172 2.293634 2.431512 2.570083 
2.717397 2.865500 2.990421 3.094173 
3.168355 3.124821 3.066500 3.086019 
3.185299 3.082702 3.008837 3.012495 
3.014790 3.017663 3.024543 3.027837 
3.031259 3.035635 3.040403 3.045011 
3.047817 3.049557 3.052223 3.054464 
3.042656 3.045367 3.048402 3.050481 
3.048435 3.063939 3.071617 3.078706 
3.079456 3.073564 3.074274 3.041657 
3.039487 3.068162 3.114665 3.202509 
3.226085 3.242334 3.243916 3.249962 
3.246207 3.235928 3.229517 3.218621 
3.208642 3.206149 3.202254 3.199764 
3.193587 3.188989 3.180407 3.175510 
3.171042 3.171474 3.166984 3.162738 
3.160437 3.154510 3.146169 3.130461 
3.130322 3.131180 3.129006 3.131542 
3.152873 3.160208 3.169518 3.150959 
3.202469 3.211170 3.267390 3.217954 
2.976088 3.183205 3.111289 3.194744 
3.285918 3.047062 3.307550 3.329264 
3.340166 2.936057 3.321756 3.319307 
3.316845 2.813030 2.743646 3.343320 
3.301388 3.337709 3.319672 2.820491 
3.393252 3.406767 3.420361 3.347831 
2.635868 3.483786 2.601668 3.408634 
2.744041 3.480352 2.562452 2.552870 
3.503606 3.443761 3.555003 3.538121 
3.441456 3.497791 3.494758 3.472357 
3.472693 3.456163 3.459601 3.503023 
3.521552 3.495675 3.441269 3.498853 
3.486459 3.456316 3.465988 3.490790 
3.526881 3.436220 3.352232 3.417856 
3.367766 3.432247 3.421930 3.253510 
3.216503 3.296352 3.304241 2.369053 
3.251847 2.286373 3.173780 3.283818 
2.212650 3.057049 2.800105 2.758979 
2.861667 2.817605 1.925871 2.557840 
2.497654 2.667843 2.616527 2.473401 
2.507677 2.452195 2.530110 2.448252 
2.436561 2.335344 2.390284 2.359133 
2.277657 2.243916 2.205182 2.194261 
2.181192 2.205443 2.103589 2.137629 
2.200070 2.129819 2.101144 2.093095 
2.094975 2.132577 2.123630 2.027057 
2.021721 2.005700 2.015734 2.014439 
2.076596 1.997943 1.965585 2.021307 
2.037057 1.950881 2.025443 1.932498 
1.955503 1.951835 1.927665 1.923522 
2.008502 1.995180 1.912807 1.972730 
1.949529 1.918334 1.911830 1.929977 
1.915680 1.937279 1.878684 1.931966 
1.940408 1.847171 1.807295 1.911689 
1.975458 1.849665 1.783283 1.826473 
2.046490 1.797614 1.878359 2.081731 
1.828147 1.806599 2.014990 2.018844 
1.795881 1.825940 1.880795 1.801758 
2.003267 1.812966 2.083922 1.978424 
1.913573 1.834299 1.881576 1.829969 
1.972752 1.871079 2.112391 1.844684 
1.916899 1.911865 2.020153 1.755721 
2.014075 1.851261 2.062964 1.742926 
1.821422 1.768332 1.773937 1.923410 
1.748971 1.817712 2.094936 1.947967 
1.939767 1.954674 1.850753 2.051699 
2.062766 2.072041 2.090326 2.101543 
2.124416 2.188549 2.293219 2.336678 
2.312883 2.293577 2.314205 2.347284 
2.309076 2.398397 2.430319 2.470970 
2.514006 2.575067 2.600602 2.666903 
2.647771 2.658365 2.666160 2.687110 
2.703527 2.723853 2.753144 2.772274 
2.783484 2.819889 2.841204 2.946464 
2.921034 3.203399 3.194016 3.213992 
3.238663 3.180644 3.216004 3.318788 
3.202303 3.218323 3.215722 3.219263 
3.233920 3.245569 3.247813 3.257337 
3.263976 3.265962 3.285650 3.279710 
3.284451 3.308378 3.315110 3.322550 
3.327461 3.332680 3.331163 3.333969 
3.333930 3.337703 3.336608 3.349841 
3.351084 3.348882 3.363818 3.366783 
3.377357 3.393326 3.402691 3.416670 
3.425401 3.437646 3.461785 3.470392 
3.480105 3.496130 3.507654 3.521803 
3.534109 3.545990 3.557255 3.569567 
3.540300 3.551339 3.599297 3.611422 
3.619970 3.574963 3.485669 3.410849 
3.432076 3.436048 3.584848 3.443570 
3.592985 3.572548 3.554081 3.635207 
3.562051 3.501157 3.503149 3.511957 
3.512437 3.516133 3.449307 3.453323 
3.432219 3.439343 3.445835 3.454461 
3.460785 3.473117 3.453802 3.464281 
3.478437 3.499640 3.527115 3.541061 
3.570746 3.592071 3.609206 3.746937 
3.798493 3.840869 3.868951 3.851233 
3.854393 3.857321 3.891418 3.893994 
3.896229 3.898764 3.901000 3.903287 
3.905280 3.906784 3.908472 3.909476 
3.911160 3.912375 3.913528 3.915046 
3.916284 3.917067 3.918493 3.919404 
3.920341 3.921244 3.922430 3.923221 
3.927841 3.931562 3.936013 3.940562 
3.948566 3.963441 3.964012 3.983123 
3.997662 4.005682 4.015908 4.026814 
4.033749 4.061427 4.053564 4.070197 
4.176217 4.266364 4.359154 4.366270 
4.406919 4.442495 4.682724 4.651678 
4.797957 4.690111 4.647574 4.704026 
4.745564 4.772473 4.803794 4.861279 
4.892782 4.906031 4.903783 4.886821 
4.862043 4.839395 4.817294 4.798053 
4.770091 4.765495 4.743127 4.734503 
4.790727 4.673763 4.596320 4.543848 
4.485254 4.423010 4.358664 4.306274 
4.221127 4.142033 4.056760 4.000626 
3.912314 3.800119 3.708720 3.633447 
3.652704 3.594134 3.440140 3.409354 
3.389254 3.371740 3.354434 3.343689 
3.331546 3.322896 3.311313 3.304213 
3.294052 3.285764 3.277823 3.268308 
3.260310 3.250389 3.243260 3.218583 
3.203299 3.182905 3.152133 3.104851 
2.982477 2.987641 2.921372 2.790410 
2.798060 2.765290 2.699530 2.676759 
2.514138 2.471902 2.445665 2.556632 
2.376861 2.377718 2.322822 2.345313 
2.416439 2.376593 2.250235 2.352052 
2.153100 2.165623 2.320192 2.308663 
2.305930 2.300684 2.051574 2.159423 
2.105502 2.031837 2.257815 2.113712 
2.127447 2.159553 2.114949 1.905599 
2.164930 2.159522 2.050097 2.048329 
2.139024 2.023238 2.067401 1.921691 
2.054151 1.852172 1.847596 1.845148 
1.844467 1.845600 1.850316 1.857868 
1.866822 1.848141 1.864836 1.885273 
1.918680 1.887326 1.963520 1.946541 
1.977022 1.970665 2.039400 2.123534 
2.159262 2.174257 2.079898 2.300083 
2.267757 2.264098 2.377589 2.134187 
2.427124 1.944982 1.961301 1.889652 
1.683333 1.606699 1.601793 1.534494 
1.762509 1.465911 1.766265 1.325729 
1.763528 1.326669 1.747918 1.261216 
1.621981 1.638340 1.155832 1.121959 
0.952325 1.616375 1.617232 1.754591 
1.614405 1.588273 1.613186 1.003562 
1.594390 1.258805 0.759318 1.709841 
1.099850 0.695997 1.741961 1.572538 
1.083029 0.918764 0.883024 1.553759 
0.891408 0.832733 0.834654 0.835966 
0.858759 0.865390 0.813127 0.822889 
0.844592 0.840134 0.840272 0.851888 
0.878046 0.918174 0.928495 0.936179 
0.908093 0.954398 0.970935 0.948522 
0.997070 0.999383 1.009428 0.985041 
1.009980 1.014698 1.040651 1.055407 
1.062346 1.103285 1.103790 1.080635 
1.015292 1.000251 0.982632 0.964049 
0.969820 0.970464 0.974465 0.979001 
0.989099 0.999825 1.006945 1.015222 
1.034519 1.053769 1.050514 1.047726 
1.068865 1.071375 1.069219 1.087418 
1.088885 1.112313 1.106843 1.090024 
1.115037 1.121305 1.122534 1.111343 
1.131675 1.127210 1.119459 1.090301 
1.125795 1.142417 1.111845 1.172363 
1.111618 1.152935 1.139045 1.079601 
1.080198 0.987257 1.050696 1.013168 
1.002965 1.054052 0.985076 0.966859 
0.836218 0.859190 0.990738 0.925212 
0.784559 0.717486 0.917386 0.915425 
0.910346 0.611327 0.756223 0.772519 
0.711959 0.718224 0.876747 0.661518 
0.935939 0.568553 0.566595 0.577278 
0.853386 0.940820 0.555235 1.008049 
1.048755 1.016197 0.919873 1.000323 
0.982138 1.075965 0.093622 0.851940 
0.261971 0.833291 0.216207 0.968985 
0.108573 0.629493 0.659498 -0.285800 
-0.104053 0.993749 -0.142212 0.992423 
0.944065 0.630334 0.951931 -0.024121 
-0.019680 -0.027330 0.112688 0.970365 
0.097483 0.084961 0.986685 1.034022 
0.998495 0.629363 0.801526 -0.253044 
-0.493430 -0.549777 -0.541111 -0.528394 
-0.529175 -0.522743 -0.523020 -0.518205 
-0.511516 -0.507175 -0.496002 -0.490982 
-0.485683 -0.471769 -0.464330 -0.445404 
-0.410280 -0.335254 -0.301624 -0.322235 
-0.252603 -0.156269 -0.066391 0.088460 
0.027748 0.088183 0.135425 0.147353 
0.160295 0.174955 0.186579 0.201850 
0.210360 0.212193 0.221656 0.231259 
0.238800 0.248833 0.259023 0.264745 
0.271984 0.278286 0.283769 0.289625 
0.296162 0.299007 0.302347 0.308532 
0.311193 0.315477 0.319684 0.323362 
0.327986 0.330028 0.322443 0.334619 
0.365360 0.295368 0.350538 0.346575 
