4.500000 2.200000 3.141593 
4.391747 2.200000 3.141188 
4.303791 2.200036 3.141217 
4.184270 2.200080 -3.139116 
4.080905 2.199824 3.139769 
3.970438 2.200026 -3.139414 
3.946186 2.199973 -3.140768 
3.818130 2.199867 -3.138319 
3.764762 2.199693 -3.136201 
3.629563 2.198964 -3.132366 
3.550659 2.198236 -3.129013 
3.438830 2.196829 -3.128108 
3.308685 2.195074 -3.127276 
3.198194 2.193492 -3.128401 
3.075556 2.185671 -3.011662 
2.991314 2.170603 -2.934176 
2.974352 2.166480 -2.877927 
2.921964 2.150990 -2.832252 
2.924932 2.152103 -2.745163 
2.922474 2.150900 -2.642380 
2.921468 2.150327 -2.598895 
2.922917 2.151358 -2.453733 
2.917324 2.146761 -2.453718 
2.908956 2.139885 -2.453866 
2.900400 2.132856 -2.453788 
2.891753 2.125752 -2.453883 
2.885798 2.120860 -2.453961 
2.875979 2.112794 -2.453912 
2.868148 2.106362 -2.453806 
2.862244 2.101511 -2.453815 
2.856540 2.096825 -2.454031 
2.847927 2.089751 -2.454055 
2.845032 2.087373 -2.453979 
2.837370 2.081081 -2.453935 
2.833181 2.077640 -2.454103 
2.829268 2.074427 -2.454316 
2.834584 2.079223 -2.368409 
2.829928 2.074679 -2.368492 
2.823805 2.068704 -2.368742 
2.821787 2.066737 -2.368406 
2.819766 2.064509 -2.246064 
2.813979 2.056322 -2.113940 
2.822840 2.073863 -1.961308 
2.822370 2.072441 -1.824524 
2.820459 2.061867 -1.683185 
2.810585 1.946756 -1.637011 
2.813164 1.866777 -1.438809 
2.837291 1.777776 -1.168214 
2.875486 1.709816 -0.936250 
2.882081 1.703064 -0.664381 
2.861264 1.715314 -0.403997 
2.840976 1.728760 -0.744780 
2.828424 1.738076 -0.545772 
2.863398 1.708637 -0.870799 
2.895718 1.676237 -0.720949 
2.873210 1.698796 -0.853961 
2.882807 1.687565 -0.873784 
2.886658 1.682913 -0.886240 
2.907083 1.658945 -0.841211 
2.917147 1.647225 -0.885636 
2.922036 1.641450 -0.846646 
2.936351 1.624460 -0.891866 
2.943592 1.615651 -0.869940 
2.950864 1.606721 -0.905274 
2.961969 1.593419 -0.855888 
2.969232 1.584453 -0.932020 
2.978029 1.572606 -0.931508 
2.981678 1.567640 -0.944207 
2.982509 1.566433 -0.994596 
2.993329 1.548733 -1.048098 
2.997474 1.541165 -1.093284 
2.997167 1.541786 -1.123826 
3.009160 1.514698 -1.185307 
3.013821 1.501674 -1.264588 
3.019777 1.481752 -1.303261 
3.027654 1.448681 -1.377479 
3.036623 1.387946 -1.465734 
3.047275 1.250247 -1.510301 
3.044310 1.094914 -1.668719 
3.032373 1.004298 -1.721574 
3.020469 0.929895 -1.737939 
2.997588 0.805939 -1.766226 
2.976495 0.701037 -1.775312 
2.950420 0.550238 -1.714481 
2.930671 0.428453 -1.752374 
2.922294 0.363799 -1.642532 
2.919446 0.282402 -1.567126 
2.922935 0.149963 -1.520555 
2.924792 0.124391 -1.477661 
2.927903 0.084260 -1.511956 
2.936513 -0.074606 -1.520301 
2.947895 -0.216109 -1.452598 
2.958495 -0.336316 -1.518458 
2.962022 -0.415361 -1.530063 
2.975558 -0.544719 -1.411492 
2.983341 -0.583574 -1.338632 
2.996589 -0.637606 -1.320787 
3.007428 -0.678811 -1.306225 
3.017851 -0.715896 -1.288936 
3.029449 -0.756658 -1.297587 
3.038963 -0.792515 -1.323750 
3.049175 -0.836450 -1.363319 
3.060914 -0.900379 -1.418451 
3.070929 -0.986553 -1.510064 
3.073682 -1.055317 -1.532282 
3.072793 -1.141276 -1.621907 
3.069125 -1.189317 -1.674001 
3.064730 -1.270836 -1.575755 
3.067298 -1.339658 -1.496525 
3.070660 -1.386131 -1.506321 
3.073308 -1.426036 -1.496627 
3.077290 -1.485606 -1.510131 
3.080232 -1.530765 -1.500955 
3.084080 -1.587551 -1.503608 
3.086614 -1.629359 -1.514035 
3.088399 -1.669830 -1.539294 
3.089266 -1.717035 -1.566577 
3.088981 -1.749642 -1.590788 
3.087252 -1.785031 -1.644958 
3.084219 -1.820420 -1.668631 
3.080016 -1.863921 -1.667144 
3.076544 -1.897823 -1.681167 
3.073072 -1.929899 -1.677291 
3.071975 -1.945067 -1.606718 
3.072719 -1.986965 -1.485985 
3.075250 -2.005052 -1.376239 
3.078380 -2.019702 -1.344528 
3.083135 -2.040665 -1.348799 
3.090536 -2.072004 -1.327473 
3.094997 -2.088456 -1.282793 
3.100031 -2.104316 -1.239195 
3.102116 -2.110048 -1.202909 
3.115163 -2.141860 -1.158481 
3.129948 -2.172567 -1.085618 
3.146087 -2.200238 -0.997227 
3.160615 -2.220148 -0.876601 
3.169005 -2.228477 -0.686709 
3.227638 -2.265818 -0.452300 
3.237209 -2.270153 -0.402721 
3.260905 -2.279576 -0.349746 
3.284160 -2.288180 -0.359657 
3.301350 -2.294401 -0.334862 
3.321787 -2.301123 -0.298343 
3.326251 -2.302430 -0.269012 
3.341975 -2.306414 -0.230642 
3.365798 -2.311649 -0.200056 
3.376669 -2.313689 -0.172783 
3.403416 -2.317944 -0.142235 
3.420570 -2.320023 -0.095720 
3.434863 -2.321263 -0.080165 
3.485287 -2.324061 -0.031294 
3.491898 -2.324102 0.017893 
3.512830 -2.323414 0.041144 
3.534601 -2.321888 0.094939 
3.538605 -2.321415 0.140360 
3.578548 -2.315340 0.160807 
3.626838 -2.307017 0.179401 
3.685769 -2.295081 0.219661 
3.766796 -2.274591 0.284998 
3.838353 -2.251145 0.343199 
3.895993 -2.228789 0.397501 
3.947390 -2.206914 0.408077 
4.004277 -2.182223 0.411133 
4.056336 -2.157935 0.469706 
4.098122 -2.135936 0.500338 
4.133504 -2.115977 0.526067 
4.180538 -2.088566 0.531993 
4.199785 -2.077788 0.490306 
4.236188 -2.058676 0.476498 
4.260141 -2.046626 0.457639 
4.299184 -2.026961 0.476485 
4.338235 -2.007125 0.465491 
4.368793 -1.992392 0.431007 
4.410671 -1.973890 0.401399 
4.437555 -1.962822 0.380702 
4.457111 -1.955177 0.361671 
4.488974 -1.943843 0.318266 
4.514764 -1.935761 0.286150 
4.528925 -1.931698 0.272795 
4.559210 -1.923600 0.248471 
4.584940 -1.917388 0.225769 
4.606820 -1.912574 0.207667 
4.623406 -1.909177 0.199393 
4.636574 -1.906619 0.183216 
4.651781 -1.903945 0.165061 
4.663842 -1.902037 0.148061 
4.672757 -1.900791 0.129574 
4.692824 -1.898370 0.108227 
4.711499 -1.896528 0.089150 
4.727441 -1.895288 0.067840 
4.730292 -1.895119 0.049343 
4.742247 -1.894591 0.037935 
4.751413 -1.894294 0.026866 
4.761160 -1.894079 0.017109 
4.777334 -1.893889 0.004866 
4.786676 -1.893885 -0.002747 
4.793429 -1.893947 -0.014753 
4.798930 -1.894045 -0.021118 
4.806296 -1.894249 -0.034046 
4.813788 -1.894508 -0.035348 
4.819880 -1.894723 -0.035458 
4.825508 -1.894923 -0.035391 
4.834485 -1.895188 -0.022639 
4.842077 -1.895336 -0.016284 
4.844473 -1.895367 -0.010687 
4.847745 -1.895396 -0.007283 
4.851063 -1.895415 -0.004800 
4.854850 -1.895424 0.000855 
4.845154 -1.894986 -0.084384 
4.841153 -1.894863 0.030729 
4.834383 -1.894707 -0.081944 
4.833802 -1.894693 0.025667 
4.816361 -1.895988 0.121692 
4.818714 -1.895548 0.259254 
4.823329 -1.894072 0.348495 
4.821842 -1.894693 0.433606 
4.803602 -1.904312 0.534166 
4.811504 -1.899705 0.519704 
4.827477 -1.891565 0.416675 
4.814898 -1.897910 0.481639 
4.802085 -1.903883 0.378249 
4.805074 -1.902878 0.273235 
4.811988 -1.900472 0.396824 
4.828848 -1.892508 0.481440 
4.814330 -1.900952 0.565128 
4.799614 -1.909430 0.493772 
4.780924 -1.920839 0.621478 
4.756557 -1.940157 0.713417 
4.760792 -1.936511 0.707508 
4.740737 -1.951930 0.613709 
4.735493 -1.956092 0.716039 
4.738356 -1.953352 0.811668 
4.741001 -1.950564 0.811667 
4.738506 -1.952958 0.706842 
4.740172 -1.951380 0.802096 
4.738011 -1.953390 0.698087 
4.745018 -1.948139 0.614066 
4.749731 -1.945132 0.528083 
4.732949 -1.956290 0.640020 
4.727654 -1.959946 0.556966 
4.725316 -1.961563 0.655887 
4.713212 -1.971975 0.773755 
4.719062 -1.966863 0.663282 
4.710436 -1.974406 0.755079 
4.702017 -1.983211 0.866102 
4.700701 -1.984919 0.967165 
4.702506 -1.982572 0.867014 
4.705399 -1.978833 0.941817 
4.694222 -1.992419 0.815158 
4.695858 -1.990508 0.910442 
4.697441 -1.988208 1.014594 
4.701588 -1.981493 1.021584 
4.705866 -1.974463 1.026472 
4.709665 -1.968187 1.026587 
4.711967 -1.964384 1.026461 
4.716309 -1.957174 1.030985 
4.717431 -1.955286 1.037610 
4.718202 -1.953819 1.128571 
4.720703 -1.948511 1.131942 
4.722278 -1.945117 1.140875 
4.732135 -1.920800 1.224415 
4.733926 -1.915794 1.230362 
4.730050 -1.928315 1.303269 
4.732605 -1.916988 1.397875 
4.731774 -1.923993 1.496213 
4.731696 -1.926656 1.596579 
4.731763 -1.923942 1.504111 
4.731803 -1.918923 1.637672 
4.733213 -1.930750 1.751954 
4.733564 -1.932269 1.849464 
4.738062 -1.945344 1.965062 
4.728797 -1.925786 2.068552 
4.728095 -1.924615 2.160195 
4.725744 -1.921430 2.243557 
4.714715 -1.909065 2.356797 
4.719631 -1.913511 2.483486 
4.718991 -1.913061 2.589652 
4.646597 -1.884737 2.949317 
4.624404 -1.883879 -2.958001 
4.609058 -1.888154 -2.787310 
4.606268 -1.889297 -2.715717 
4.602526 -1.891155 -2.647964 
4.580953 -1.903637 -2.577740 
4.567450 -1.912519 -2.545359 
4.543792 -1.929630 -2.474936 
4.502130 -1.964074 -2.419811 
4.453347 -2.010399 -2.350268 
4.401809 -2.065473 -2.293858 
4.314502 -2.180395 -2.153846 
4.285467 -2.228424 -2.073573 
4.220053 -2.348258 -2.070715 
4.187166 -2.411252 -2.033447 
4.172322 -2.442379 -1.998939 
4.152196 -2.486232 -2.003619 
4.136681 -2.520851 -1.979265 
4.123451 -2.552127 -1.961255 
4.117186 -2.566956 -1.977091 
4.103729 -2.597515 -1.998305 
4.093196 -2.619865 -2.022308 
4.081453 -2.642982 -2.060820 
4.065779 -2.671528 -2.088845 
4.052941 -2.694184 -2.083915 
4.028599 -2.736589 -2.096917 
3.990769 -2.800769 -2.109489 
3.939384 -2.872358 -2.270488 
3.869231 -2.938950 -2.465912 
3.891168 -2.925073 -2.674399 
3.843118 -2.942296 -2.943297 
3.806993 -2.943539 2.973067 
3.775650 -2.937255 2.919345 
3.751077 -2.931702 2.919150 
3.736921 -2.928500 2.918772 
3.714631 -2.923449 2.917739 
3.700300 -2.920186 2.918284 
3.684294 -2.916552 2.917688 
3.676995 -2.914889 2.917451 
3.648904 -2.908486 2.917697 
3.633686 -2.905020 2.917444 
3.616592 -2.901123 2.918375 
3.594992 -2.896220 2.918725 
3.567437 -2.889975 2.918957 
3.550784 -2.886205 2.919268 
3.537254 -2.883146 2.919504 
3.522056 -2.879714 2.918934 
3.509557 -2.876884 2.919415 
3.501087 -2.874971 2.919285 
3.490941 -2.872678 2.918765 
3.477872 -2.869716 2.918893 
3.465416 -2.866896 2.918948 
3.457805 -2.865173 2.918963 
3.451745 -2.863801 2.918985 
3.437830 -2.860651 2.919009 
3.429247 -2.858708 2.919003 
3.424332 -2.857596 2.919489 
3.418886 -2.856366 2.919805 
3.413699 -2.855196 2.920063 
3.409977 -2.854358 2.919632 
3.402260 -2.852616 2.919668 
3.397273 -2.851491 2.919645 
3.392665 -2.850451 2.919710 
3.384164 -2.848949 3.005738 
3.384773 -2.849001 3.113358 
3.403281 -2.848771 -3.083781 
3.415012 -2.848721 3.091403 
3.415720 -2.848722 -3.102515 
3.426530 -2.847801 -2.983010 
3.443749 -2.844198 -2.879750 
3.440516 -2.845236 -2.799553 
3.457859 -2.838138 -2.720358 
3.475584 -2.828995 -2.604773 
3.498092 -2.816803 -2.678134 
3.485315 -2.822390 -2.761176 
3.491251 -2.819660 -2.657715 
3.493879 -2.818091 -2.550991 
3.501782 -2.812184 -2.451260 
3.487980 -2.824872 -2.352110 
3.478819 -2.835315 -2.218221 
3.492053 -2.819680 -2.336080 
3.481649 -2.829337 -2.469194 
3.479138 -2.831592 -2.368417 
3.475358 -2.835636 -2.278982 
3.463158 -2.851445 -2.172241 
3.472675 -2.835936 -2.061342 
3.480085 -2.823457 -2.152678 
3.486273 -2.812903 -2.063429 
3.485418 -2.814755 -1.948139 
